DateTime,GIC,GIC_QDC,IQR,Source
2018-04-20/07:40:43,6.62,-0.0443,0.2814,Node_7
2018-04-20/07:40:44,6.57,-0.0443,0.2815,Node_7
2018-04-20/07:40:45,6.53,-0.0443,0.2815,Node_7
2018-04-20/07:40:46,6.48,-0.0444,0.2815,Node_7
2018-04-20/07:40:47,6.49,-0.0444,0.2816,Node_7
2018-04-20/07:40:48,6.44,-0.0444,0.2816,Node_7
2018-04-20/07:40:49,6.42,-0.0444,0.2816,Node_7
2018-04-20/07:40:50,6.4,-0.0444,0.2817,Node_7
2018-04-20/07:40:51,6.35,-0.0445,0.2817,Node_7
2018-04-20/07:40:52,6.31,-0.0445,0.2817,Node_7
2018-04-20/07:40:53,6.29,-0.0445,0.2818,Node_7
2018-04-20/07:40:54,6.25,-0.0445,0.2818,Node_7
2018-04-20/07:40:55,6.22,-0.0446,0.2818,Node_7
2018-04-20/07:40:56,6.15,-0.0446,0.2819,Node_7
2018-04-20/07:40:57,6.13,-0.0446,0.2819,Node_7
2018-04-20/07:40:58,6.07,-0.0446,0.2819,Node_7
2018-04-20/07:40:59,6.02,-0.0446,0.282,Node_7
2018-04-20/07:41:00,6.02,-0.0447,0.282,Node_7
2018-04-20/07:41:01,5.99,-0.0447,0.282,Node_7
2018-04-20/07:41:02,5.96,-0.0447,0.2821,Node_7
2018-04-20/07:41:03,5.92,-0.0447,0.2821,Node_7
2018-04-20/07:41:04,5.9,-0.0448,0.2821,Node_7
2018-04-20/07:41:05,5.82,-0.0448,0.2822,Node_7
2018-04-20/07:41:06,5.8,-0.0448,0.2822,Node_7
2018-04-20/07:41:07,5.75,-0.0448,0.2822,Node_7
2018-04-20/07:41:08,5.69,-0.0448,0.2823,Node_7
2018-04-20/07:41:09,5.68,-0.0449,0.2823,Node_7
2018-04-20/07:41:10,5.63,-0.0449,0.2823,Node_7
2018-04-20/07:41:11,5.57,-0.0449,0.2824,Node_7
2018-04-20/07:41:12,5.51,-0.0449,0.2824,Node_7
2018-04-20/07:41:13,5.49,-0.045,0.2824,Node_7
2018-04-20/07:41:14,5.47,-0.045,0.2825,Node_7
2018-04-20/07:41:15,5.41,-0.045,0.2825,Node_7
2018-04-20/07:41:16,5.38,-0.045,0.2825,Node_7
2018-04-20/07:41:17,5.33,-0.045,0.2826,Node_7
2018-04-20/07:41:18,5.3,-0.0451,0.2826,Node_7
2018-04-20/07:41:19,5.25,-0.0451,0.2826,Node_7
2018-04-20/07:41:20,5.19,-0.0451,0.2827,Node_7
2018-04-20/07:41:21,5.17,-0.0451,0.2827,Node_7
2018-04-20/07:41:22,5.1,-0.0452,0.2827,Node_7
2018-04-20/07:41:23,5.08,-0.0452,0.2828,Node_7
2018-04-20/07:41:24,5.05,-0.0452,0.2828,Node_7
2018-04-20/07:41:25,5.02,-0.0452,0.2828,Node_7
2018-04-20/08:46:20,5.03,-0.0109,0.2418,Node_7
2018-04-20/08:46:21,5.06,-0.0109,0.2418,Node_7
2018-04-20/08:46:22,5.05,-0.0109,0.2418,Node_7
2018-04-20/08:46:23,5.13,-0.0109,0.2418,Node_7
2018-04-20/08:46:24,5.13,-0.0109,0.2419,Node_7
2018-04-20/08:46:25,5.15,-0.0109,0.2419,Node_7
2018-04-20/08:46:26,5.2,-0.011,0.2419,Node_7
2018-04-20/08:46:27,5.24,-0.011,0.2419,Node_7
2018-04-20/08:46:28,5.28,-0.011,0.242,Node_7
2018-04-20/08:46:29,5.31,-0.011,0.242,Node_7
2018-04-20/08:46:30,5.29,-0.011,0.242,Node_7
2018-04-20/08:46:31,5.36,-0.011,0.242,Node_7
2018-04-20/08:46:32,5.36,-0.011,0.242,Node_7
2018-04-20/08:46:33,5.4,-0.011,0.2421,Node_7
2018-04-20/08:46:34,5.43,-0.011,0.2421,Node_7
2018-04-20/08:46:35,5.42,-0.0111,0.2421,Node_7
2018-04-20/08:46:36,5.48,-0.0111,0.2421,Node_7
2018-04-20/08:46:37,5.45,-0.0111,0.2422,Node_7
2018-04-20/08:46:38,5.5,-0.0111,0.2422,Node_7
2018-04-20/08:46:39,5.55,-0.0111,0.2422,Node_7
2018-04-20/08:46:40,5.57,-0.0111,0.2422,Node_7
2018-04-20/08:46:41,5.6,-0.0111,0.2422,Node_7
2018-04-20/08:46:42,5.62,-0.0111,0.2423,Node_7
2018-04-20/08:46:43,5.62,-0.0111,0.2423,Node_7
2018-04-20/08:46:44,5.65,-0.0112,0.2423,Node_7
2018-04-20/08:46:45,5.69,-0.0112,0.2423,Node_7
2018-04-20/08:46:46,5.73,-0.0112,0.2424,Node_7
2018-04-20/08:46:47,5.72,-0.0112,0.2424,Node_7
2018-04-20/08:46:48,5.75,-0.0112,0.2424,Node_7
2018-04-20/08:46:49,5.76,-0.0112,0.2424,Node_7
2018-04-20/08:46:50,5.79,-0.0112,0.2424,Node_7
2018-04-20/08:46:51,5.84,-0.0112,0.2425,Node_7
2018-04-20/08:46:52,5.86,-0.0112,0.2425,Node_7
2018-04-20/08:46:53,5.89,-0.0113,0.2425,Node_7
2018-04-20/08:46:54,5.95,-0.0113,0.2425,Node_7
2018-04-20/08:46:55,5.96,-0.0113,0.2426,Node_7
2018-04-20/08:46:56,5.97,-0.0113,0.2426,Node_7
2018-04-20/08:46:57,6.02,-0.0113,0.2426,Node_7
2018-04-20/08:46:58,6.06,-0.0113,0.2426,Node_7
2018-04-20/08:46:59,6.11,-0.0113,0.2426,Node_7
2018-04-20/08:47:00,6.12,-0.0113,0.2427,Node_7
2018-04-20/08:47:01,6.18,-0.0113,0.2427,Node_7
2018-04-20/08:47:02,6.18,-0.0114,0.2427,Node_7
2018-04-20/08:47:03,6.21,-0.0114,0.2427,Node_7
2018-04-20/08:47:04,6.24,-0.0114,0.2428,Node_7
2018-04-20/08:47:05,6.25,-0.0114,0.2428,Node_7
2018-04-20/08:47:06,6.27,-0.0114,0.2428,Node_7
2018-04-20/08:47:07,6.27,-0.0114,0.2428,Node_7
2018-04-20/08:47:08,6.32,-0.0114,0.2428,Node_7
2018-04-20/08:47:09,6.31,-0.0114,0.2429,Node_7
2018-04-20/08:47:10,6.38,-0.0114,0.2429,Node_7
2018-04-20/08:47:11,6.4,-0.0115,0.2429,Node_7
2018-04-20/08:47:12,6.42,-0.0115,0.2429,Node_7
2018-04-20/08:47:13,6.5,-0.0115,0.243,Node_7
2018-04-20/08:47:14,6.49,-0.0115,0.243,Node_7
2018-04-20/08:47:15,6.5,-0.0115,0.243,Node_7
2018-04-20/08:47:16,6.5,-0.0115,0.243,Node_7
2018-04-20/08:47:17,6.52,-0.0115,0.243,Node_7
2018-04-20/08:47:18,6.55,-0.0115,0.2431,Node_7
2018-04-20/08:47:19,6.55,-0.0115,0.2431,Node_7
2018-04-20/08:47:20,6.58,-0.0116,0.2431,Node_7
2018-04-20/08:47:21,6.59,-0.0116,0.2431,Node_7
2018-04-20/08:47:22,6.64,-0.0116,0.2432,Node_7
2018-04-20/08:47:23,6.63,-0.0116,0.2432,Node_7
2018-04-20/08:47:24,6.65,-0.0116,0.2432,Node_7
2018-04-20/08:47:25,6.69,-0.0116,0.2432,Node_7
2018-04-20/08:47:26,6.68,-0.0116,0.2432,Node_7
2018-04-20/08:47:27,6.72,-0.0116,0.2433,Node_7
2018-04-20/08:47:28,6.74,-0.0116,0.2433,Node_7
2018-04-20/08:47:29,6.75,-0.0117,0.2433,Node_7
2018-04-20/08:47:30,6.77,-0.0117,0.2433,Node_7
2018-04-20/08:47:31,6.8,-0.0117,0.2434,Node_7
2018-04-20/08:47:32,6.76,-0.0117,0.2434,Node_7
2018-04-20/08:47:33,6.79,-0.0117,0.2434,Node_7
2018-04-20/08:47:34,6.8,-0.0117,0.2434,Node_7
2018-04-20/08:47:35,6.79,-0.0117,0.2434,Node_7
2018-04-20/08:47:36,6.8,-0.0117,0.2435,Node_7
2018-04-20/08:47:37,6.82,-0.0117,0.2435,Node_7
2018-04-20/08:47:38,6.82,-0.0118,0.2435,Node_7
2018-04-20/08:47:39,6.83,-0.0118,0.2435,Node_7
2018-04-20/08:47:40,6.82,-0.0118,0.2436,Node_7
2018-04-20/08:47:41,6.88,-0.0118,0.2436,Node_7
2018-04-20/08:47:42,6.84,-0.0118,0.2436,Node_7
2018-04-20/08:47:43,6.91,-0.0118,0.2436,Node_7
2018-04-20/08:47:44,6.87,-0.0118,0.2436,Node_7
2018-04-20/08:47:45,6.85,-0.0118,0.2437,Node_7
2018-04-20/08:47:46,6.84,-0.0118,0.2437,Node_7
2018-04-20/08:47:47,6.87,-0.0119,0.2437,Node_7
2018-04-20/08:47:48,6.84,-0.0119,0.2437,Node_7
2018-04-20/08:47:49,6.89,-0.0119,0.2438,Node_7
2018-04-20/08:47:50,6.86,-0.0119,0.2438,Node_7
2018-04-20/08:47:51,6.85,-0.0119,0.2438,Node_7
2018-04-20/08:47:52,6.86,-0.0119,0.2438,Node_7
2018-04-20/08:47:53,6.87,-0.0119,0.2438,Node_7
2018-04-20/08:47:54,6.87,-0.0119,0.2439,Node_7
2018-04-20/08:47:55,6.83,-0.0119,0.2439,Node_7
2018-04-20/08:47:56,6.85,-0.012,0.2439,Node_7
2018-04-20/08:47:57,6.84,-0.012,0.2439,Node_7
2018-04-20/08:47:58,6.85,-0.012,0.244,Node_7
2018-04-20/08:47:59,6.86,-0.012,0.244,Node_7
2018-04-20/08:48:00,6.82,-0.012,0.244,Node_7
2018-04-20/08:48:01,6.86,-0.012,0.244,Node_7
2018-04-20/08:48:02,6.84,-0.012,0.244,Node_7
2018-04-20/08:48:03,6.85,-0.012,0.2441,Node_7
2018-04-20/08:48:04,6.84,-0.012,0.2441,Node_7
2018-04-20/08:48:05,6.86,-0.0121,0.2441,Node_7
2018-04-20/08:48:06,6.88,-0.0121,0.2441,Node_7
2018-04-20/08:48:07,6.88,-0.0121,0.2442,Node_7
2018-04-20/08:48:08,6.87,-0.0121,0.2442,Node_7
2018-04-20/08:48:09,6.85,-0.0121,0.2442,Node_7
2018-04-20/08:48:10,6.89,-0.0121,0.2442,Node_7
2018-04-20/08:48:11,6.88,-0.0121,0.2442,Node_7
2018-04-20/08:48:12,6.89,-0.0121,0.2443,Node_7
2018-04-20/08:48:13,6.91,-0.0121,0.2443,Node_7
2018-04-20/08:48:14,6.9,-0.0122,0.2443,Node_7
2018-04-20/08:48:15,6.89,-0.0122,0.2443,Node_7
2018-04-20/08:48:16,6.91,-0.0122,0.2444,Node_7
2018-04-20/08:48:17,6.91,-0.0122,0.2444,Node_7
2018-04-20/08:48:18,6.87,-0.0122,0.2444,Node_7
2018-04-20/08:48:19,6.85,-0.0122,0.2444,Node_7
2018-04-20/08:48:20,6.87,-0.0122,0.2444,Node_7
2018-04-20/08:48:21,6.87,-0.0122,0.2445,Node_7
2018-04-20/08:48:22,6.85,-0.0122,0.2445,Node_7
2018-04-20/08:48:23,6.82,-0.0123,0.2445,Node_7
2018-04-20/08:48:24,6.83,-0.0123,0.2445,Node_7
2018-04-20/08:48:25,6.82,-0.0123,0.2446,Node_7
2018-04-20/08:48:26,6.78,-0.0123,0.2446,Node_7
2018-04-20/08:48:27,6.77,-0.0123,0.2446,Node_7
2018-04-20/08:48:28,6.76,-0.0123,0.2446,Node_7
2018-04-20/08:48:29,6.79,-0.0123,0.2446,Node_7
2018-04-20/08:48:30,6.77,-0.0123,0.2447,Node_7
2018-04-20/08:48:31,6.78,-0.0123,0.2447,Node_7
2018-04-20/08:48:32,6.73,-0.0124,0.2447,Node_7
2018-04-20/08:48:33,6.73,-0.0124,0.2447,Node_7
2018-04-20/08:48:34,6.74,-0.0124,0.2448,Node_7
2018-04-20/08:48:35,6.73,-0.0124,0.2448,Node_7
2018-04-20/08:48:36,6.74,-0.0124,0.2448,Node_7
2018-04-20/08:48:37,6.74,-0.0124,0.2448,Node_7
2018-04-20/08:48:38,6.71,-0.0124,0.2448,Node_7
2018-04-20/08:48:39,6.73,-0.0124,0.2449,Node_7
2018-04-20/08:48:40,6.71,-0.0124,0.2449,Node_7
2018-04-20/08:48:41,6.72,-0.0125,0.2449,Node_7
2018-04-20/08:48:42,6.72,-0.0125,0.2449,Node_7
2018-04-20/08:48:43,6.72,-0.0125,0.245,Node_7
2018-04-20/08:48:44,6.69,-0.0125,0.245,Node_7
2018-04-20/08:48:45,6.67,-0.0125,0.245,Node_7
2018-04-20/08:48:46,6.66,-0.0125,0.245,Node_7
2018-04-20/08:48:47,6.66,-0.0125,0.245,Node_7
2018-04-20/08:48:48,6.67,-0.0125,0.2451,Node_7
2018-04-20/08:48:49,6.66,-0.0125,0.2451,Node_7
2018-04-20/08:48:50,6.63,-0.0126,0.2451,Node_7
2018-04-20/08:48:51,6.63,-0.0126,0.2451,Node_7
2018-04-20/08:48:52,6.62,-0.0126,0.2452,Node_7
2018-04-20/08:48:53,6.61,-0.0126,0.2452,Node_7
2018-04-20/08:48:54,6.62,-0.0126,0.2452,Node_7
2018-04-20/08:48:55,6.56,-0.0126,0.2452,Node_7
2018-04-20/08:48:56,6.55,-0.0126,0.2452,Node_7
2018-04-20/08:48:57,6.53,-0.0126,0.2453,Node_7
2018-04-20/08:48:58,6.54,-0.0126,0.2453,Node_7
2018-04-20/08:48:59,6.51,-0.0127,0.2453,Node_7
2018-04-20/08:49:00,6.48,-0.0127,0.2453,Node_7
2018-04-20/08:49:01,6.45,-0.0127,0.2454,Node_7
2018-04-20/08:49:02,6.45,-0.0127,0.2454,Node_7
2018-04-20/08:49:03,6.4,-0.0127,0.2454,Node_7
2018-04-20/08:49:04,6.43,-0.0127,0.2454,Node_7
2018-04-20/08:49:05,6.43,-0.0127,0.2454,Node_7
2018-04-20/08:49:06,6.42,-0.0127,0.2455,Node_7
2018-04-20/08:49:07,6.4,-0.0127,0.2455,Node_7
2018-04-20/08:49:08,6.39,-0.0128,0.2455,Node_7
2018-04-20/08:49:09,6.35,-0.0128,0.2455,Node_7
2018-04-20/08:49:10,6.32,-0.0128,0.2456,Node_7
2018-04-20/08:49:11,6.29,-0.0128,0.2456,Node_7
2018-04-20/08:49:12,6.29,-0.0128,0.2456,Node_7
2018-04-20/08:49:13,6.27,-0.0128,0.2456,Node_7
2018-04-20/08:49:14,6.22,-0.0128,0.2456,Node_7
2018-04-20/08:49:15,6.19,-0.0128,0.2457,Node_7
2018-04-20/08:49:16,6.19,-0.0128,0.2457,Node_7
2018-04-20/08:49:17,6.15,-0.0129,0.2457,Node_7
2018-04-20/08:49:18,6.14,-0.0129,0.2457,Node_7
2018-04-20/08:49:19,6.14,-0.0129,0.2458,Node_7
2018-04-20/08:49:20,6.13,-0.0129,0.2458,Node_7
2018-04-20/08:49:21,6.11,-0.0129,0.2458,Node_7
2018-04-20/08:49:22,6.09,-0.0129,0.2458,Node_7
2018-04-20/08:49:23,6.08,-0.0129,0.2458,Node_7
2018-04-20/08:49:24,6.05,-0.0129,0.2459,Node_7
2018-04-20/08:49:25,6.05,-0.0129,0.2459,Node_7
2018-04-20/08:49:26,6.03,-0.013,0.2459,Node_7
2018-04-20/08:49:27,6.04,-0.013,0.2459,Node_7
2018-04-20/08:49:28,5.99,-0.013,0.246,Node_7
2018-04-20/08:49:29,6.0,-0.013,0.246,Node_7
2018-04-20/08:49:30,5.96,-0.013,0.246,Node_7
2018-04-20/08:49:31,5.95,-0.013,0.246,Node_7
2018-04-20/08:49:32,5.97,-0.013,0.246,Node_7
2018-04-20/08:49:33,5.94,-0.013,0.2461,Node_7
2018-04-20/08:49:34,5.89,-0.013,0.2461,Node_7
2018-04-20/08:49:35,5.88,-0.0131,0.2461,Node_7
2018-04-20/08:49:36,5.88,-0.0131,0.2461,Node_7
2018-04-20/08:49:37,5.85,-0.0131,0.2462,Node_7
2018-04-20/08:49:38,5.84,-0.0131,0.2462,Node_7
2018-04-20/08:49:39,5.83,-0.0131,0.2462,Node_7
2018-04-20/08:49:40,5.84,-0.0131,0.2462,Node_7
2018-04-20/08:49:41,5.79,-0.0131,0.2462,Node_7
2018-04-20/08:49:42,5.71,-0.0131,0.2463,Node_7
2018-04-20/08:49:43,5.73,-0.0131,0.2463,Node_7
2018-04-20/08:49:44,5.7,-0.0132,0.2463,Node_7
2018-04-20/08:49:45,5.66,-0.0132,0.2463,Node_7
2018-04-20/08:49:46,5.66,-0.0132,0.2464,Node_7
2018-04-20/08:49:47,5.62,-0.0132,0.2464,Node_7
2018-04-20/08:49:48,5.65,-0.0132,0.2464,Node_7
2018-04-20/08:49:49,5.6,-0.0132,0.2464,Node_7
2018-04-20/08:49:50,5.56,-0.0132,0.2464,Node_7
2018-04-20/08:49:51,5.53,-0.0132,0.2465,Node_7
2018-04-20/08:49:52,5.5,-0.0132,0.2465,Node_7
2018-04-20/08:49:53,5.46,-0.0133,0.2465,Node_7
2018-04-20/08:49:54,5.43,-0.0133,0.2465,Node_7
2018-04-20/08:49:55,5.39,-0.0133,0.2466,Node_7
2018-04-20/08:49:56,5.37,-0.0133,0.2466,Node_7
2018-04-20/08:49:57,5.37,-0.0133,0.2466,Node_7
2018-04-20/08:49:58,5.35,-0.0133,0.2466,Node_7
2018-04-20/08:49:59,5.32,-0.0133,0.2466,Node_7
2018-04-20/08:50:00,5.26,-0.0133,0.2467,Node_7
2018-04-20/08:50:01,5.24,-0.0133,0.2467,Node_7
2018-04-20/08:50:02,5.19,-0.0134,0.2467,Node_7
2018-04-20/08:50:03,5.17,-0.0134,0.2467,Node_7
2018-04-20/08:50:04,5.12,-0.0134,0.2468,Node_7
2018-04-20/08:50:05,5.12,-0.0134,0.2468,Node_7
2018-04-20/08:50:06,5.07,-0.0134,0.2468,Node_7
2018-04-20/08:50:07,5.03,-0.0134,0.2468,Node_7
2018-04-20/08:50:08,5.03,-0.0134,0.2468,Node_7
2018-04-20/09:38:05,5.02,-0.0377,0.2492,Node_7
2018-04-20/09:38:06,5.04,-0.0377,0.2492,Node_7
2018-04-20/09:38:07,5.08,-0.0377,0.2492,Node_7
2018-04-20/09:38:08,5.11,-0.0377,0.2492,Node_7
2018-04-20/09:38:09,5.16,-0.0377,0.2491,Node_7
2018-04-20/09:38:10,5.21,-0.0377,0.2491,Node_7
2018-04-20/09:38:11,5.21,-0.0377,0.2491,Node_7
2018-04-20/09:38:12,5.19,-0.0377,0.2491,Node_7
2018-04-20/09:38:13,5.17,-0.0377,0.249,Node_7
2018-04-20/09:38:14,5.15,-0.0377,0.249,Node_7
2018-04-20/09:38:15,5.05,-0.0378,0.249,Node_7
2018-04-20/09:38:16,5.01,-0.0378,0.249,Node_7
2018-04-20/09:39:15,5.08,-0.0381,0.2477,Node_7
2018-04-20/09:39:16,5.12,-0.0381,0.2476,Node_7
2018-04-20/09:39:17,5.14,-0.0381,0.2476,Node_7
2018-04-20/09:39:18,5.18,-0.0381,0.2476,Node_7
2018-04-20/09:39:19,5.2,-0.0381,0.2476,Node_7
2018-04-20/09:39:20,5.18,-0.0381,0.2476,Node_7
2018-04-20/09:39:21,5.24,-0.0381,0.2475,Node_7
2018-04-20/09:39:22,5.3,-0.0381,0.2475,Node_7
2018-04-20/09:39:23,5.37,-0.0381,0.2475,Node_7
2018-04-20/09:39:24,5.45,-0.0381,0.2475,Node_7
2018-04-20/09:39:25,5.48,-0.0381,0.2474,Node_7
2018-04-20/09:39:26,5.58,-0.0381,0.2474,Node_7
2018-04-20/09:39:27,5.67,-0.0381,0.2474,Node_7
2018-04-20/09:39:28,5.74,-0.0382,0.2474,Node_7
2018-04-20/09:39:29,5.75,-0.0382,0.2474,Node_7
2018-04-20/09:39:30,5.77,-0.0382,0.2473,Node_7
2018-04-20/09:39:31,5.78,-0.0382,0.2473,Node_7
2018-04-20/09:39:32,5.74,-0.0382,0.2473,Node_7
2018-04-20/09:39:33,5.73,-0.0382,0.2473,Node_7
2018-04-20/09:39:34,5.75,-0.0382,0.2472,Node_7
2018-04-20/09:39:35,5.68,-0.0382,0.2472,Node_7
2018-04-20/09:39:36,5.6,-0.0382,0.2472,Node_7
2018-04-20/09:39:37,5.54,-0.0382,0.2472,Node_7
2018-04-20/09:39:38,5.49,-0.0382,0.2472,Node_7
2018-04-20/09:39:39,5.41,-0.0382,0.2471,Node_7
2018-04-20/09:39:40,5.34,-0.0382,0.2471,Node_7
2018-04-20/09:39:41,5.29,-0.0382,0.2471,Node_7
2018-04-20/09:39:42,5.21,-0.0382,0.2471,Node_7
2018-04-20/09:39:43,5.14,-0.0382,0.247,Node_7
2018-04-20/09:39:44,5.06,-0.0382,0.247,Node_7
2018-04-20/10:01:39,10.48,-0.09,0.2733,Node_7
2018-04-20/10:08:49,5.03,-0.1115,0.2876,Node_7
2018-04-20/10:08:50,5.05,-0.1115,0.2877,Node_7
2018-04-20/10:08:51,5.09,-0.1116,0.2877,Node_7
2018-04-20/10:08:52,5.13,-0.1116,0.2877,Node_7
2018-04-20/10:08:53,5.14,-0.1117,0.2878,Node_7
2018-04-20/10:08:54,5.17,-0.1117,0.2878,Node_7
2018-04-20/10:08:55,5.18,-0.1118,0.2878,Node_7
2018-04-20/10:08:56,5.17,-0.1118,0.2879,Node_7
2018-04-20/10:08:57,5.17,-0.1119,0.2879,Node_7
2018-04-20/10:08:58,5.21,-0.1119,0.2879,Node_7
2018-04-20/10:08:59,5.24,-0.112,0.288,Node_7
2018-04-20/10:09:00,5.3,-0.112,0.288,Node_7
2018-04-20/10:09:01,5.3,-0.1121,0.288,Node_7
2018-04-20/10:09:02,5.37,-0.1121,0.2881,Node_7
2018-04-20/10:09:03,5.38,-0.1122,0.2881,Node_7
2018-04-20/10:09:04,5.43,-0.1122,0.2881,Node_7
2018-04-20/10:09:05,5.45,-0.1123,0.2882,Node_7
2018-04-20/10:09:06,5.48,-0.1123,0.2882,Node_7
2018-04-20/10:09:07,5.49,-0.1124,0.2882,Node_7
2018-04-20/10:09:08,5.51,-0.1124,0.2883,Node_7
2018-04-20/10:09:09,5.49,-0.1125,0.2883,Node_7
2018-04-20/10:09:10,5.49,-0.1125,0.2883,Node_7
2018-04-20/10:09:11,5.47,-0.1126,0.2884,Node_7
2018-04-20/10:09:12,5.45,-0.1126,0.2884,Node_7
2018-04-20/10:09:13,5.44,-0.1127,0.2884,Node_7
2018-04-20/10:09:14,5.44,-0.1127,0.2885,Node_7
2018-04-20/10:09:15,5.38,-0.1128,0.2885,Node_7
2018-04-20/10:09:16,5.41,-0.1128,0.2885,Node_7
2018-04-20/10:09:17,5.38,-0.1129,0.2886,Node_7
2018-04-20/10:09:18,5.39,-0.1129,0.2886,Node_7
2018-04-20/10:09:19,5.39,-0.113,0.2886,Node_7
2018-04-20/10:09:20,5.43,-0.113,0.2887,Node_7
2018-04-20/10:09:21,5.42,-0.1131,0.2887,Node_7
2018-04-20/10:09:22,5.43,-0.1131,0.2887,Node_7
2018-04-20/10:09:23,5.45,-0.1132,0.2888,Node_7
2018-04-20/10:09:24,5.53,-0.1132,0.2888,Node_7
2018-04-20/10:09:25,5.54,-0.1133,0.2888,Node_7
2018-04-20/10:09:26,5.57,-0.1133,0.2889,Node_7
2018-04-20/10:09:27,5.6,-0.1134,0.2889,Node_7
2018-04-20/10:09:28,5.64,-0.1134,0.2889,Node_7
2018-04-20/10:09:29,5.7,-0.1135,0.289,Node_7
2018-04-20/10:09:30,5.73,-0.1135,0.289,Node_7
2018-04-20/10:09:31,5.78,-0.1136,0.289,Node_7
2018-04-20/10:09:32,5.85,-0.1136,0.2891,Node_7
2018-04-20/10:09:33,5.89,-0.1137,0.2891,Node_7
2018-04-20/10:09:34,5.93,-0.1137,0.2891,Node_7
2018-04-20/10:09:35,5.98,-0.1138,0.2892,Node_7
2018-04-20/10:09:36,6.03,-0.1138,0.2892,Node_7
2018-04-20/10:09:37,6.05,-0.1139,0.2892,Node_7
2018-04-20/10:09:38,6.14,-0.1139,0.2893,Node_7
2018-04-20/10:09:39,6.19,-0.114,0.2893,Node_7
2018-04-20/10:09:40,6.26,-0.114,0.2893,Node_7
2018-04-20/10:09:41,6.29,-0.1141,0.2894,Node_7
2018-04-20/10:09:42,6.31,-0.1141,0.2894,Node_7
2018-04-20/10:09:43,6.31,-0.1142,0.2894,Node_7
2018-04-20/10:09:44,6.34,-0.1142,0.2895,Node_7
2018-04-20/10:09:45,6.35,-0.1143,0.2895,Node_7
2018-04-20/10:09:46,6.37,-0.1143,0.2895,Node_7
2018-04-20/10:09:47,6.37,-0.1144,0.2896,Node_7
2018-04-20/10:09:48,6.38,-0.1144,0.2896,Node_7
2018-04-20/10:09:49,6.4,-0.1145,0.2896,Node_7
2018-04-20/10:09:50,6.39,-0.1145,0.2897,Node_7
2018-04-20/10:09:51,6.4,-0.1146,0.2897,Node_7
2018-04-20/10:09:52,6.39,-0.1146,0.2897,Node_7
2018-04-20/10:09:53,6.39,-0.1147,0.2898,Node_7
2018-04-20/10:09:54,6.38,-0.1147,0.2898,Node_7
2018-04-20/10:09:55,6.37,-0.1148,0.2898,Node_7
2018-04-20/10:09:56,6.34,-0.1148,0.2899,Node_7
2018-04-20/10:09:57,6.31,-0.1149,0.2899,Node_7
2018-04-20/10:09:58,6.28,-0.1149,0.2899,Node_7
2018-04-20/10:09:59,6.24,-0.115,0.29,Node_7
2018-04-20/10:10:00,6.21,-0.115,0.29,Node_7
2018-04-20/10:10:01,6.16,-0.1151,0.29,Node_7
2018-04-20/10:10:02,6.12,-0.1151,0.2901,Node_7
2018-04-20/10:10:03,6.15,-0.1152,0.2901,Node_7
2018-04-20/10:10:04,6.12,-0.1152,0.2901,Node_7
2018-04-20/10:10:05,6.16,-0.1153,0.2902,Node_7
2018-04-20/10:10:06,6.14,-0.1153,0.2902,Node_7
2018-04-20/10:10:07,6.13,-0.1154,0.2902,Node_7
2018-04-20/10:10:08,6.15,-0.1154,0.2903,Node_7
2018-04-20/10:10:09,6.18,-0.1155,0.2903,Node_7
2018-04-20/10:10:10,6.19,-0.1155,0.2903,Node_7
2018-04-20/10:10:11,6.22,-0.1156,0.2904,Node_7
2018-04-20/10:10:12,6.27,-0.1156,0.2904,Node_7
2018-04-20/10:10:13,6.29,-0.1157,0.2904,Node_7
2018-04-20/10:10:14,6.27,-0.1157,0.2905,Node_7
2018-04-20/10:10:15,6.25,-0.1158,0.2905,Node_7
2018-04-20/10:10:16,6.21,-0.1158,0.2905,Node_7
2018-04-20/10:10:17,6.21,-0.1159,0.2906,Node_7
2018-04-20/10:10:18,6.15,-0.1159,0.2906,Node_7
2018-04-20/10:10:19,6.12,-0.116,0.2906,Node_7
2018-04-20/10:10:20,6.07,-0.116,0.2907,Node_7
2018-04-20/10:10:21,6.05,-0.1161,0.2907,Node_7
2018-04-20/10:10:22,5.95,-0.1161,0.2907,Node_7
2018-04-20/10:10:23,5.93,-0.1162,0.2908,Node_7
2018-04-20/10:10:24,5.89,-0.1162,0.2908,Node_7
2018-04-20/10:10:25,5.87,-0.1163,0.2908,Node_7
2018-04-20/10:10:26,5.81,-0.1163,0.2909,Node_7
2018-04-20/10:10:27,5.78,-0.1164,0.2909,Node_7
2018-04-20/10:10:28,5.79,-0.1164,0.2909,Node_7
2018-04-20/10:10:29,5.79,-0.1165,0.291,Node_7
2018-04-20/10:10:30,5.78,-0.1165,0.291,Node_7
2018-04-20/10:10:31,5.79,-0.1166,0.291,Node_7
2018-04-20/10:10:32,5.79,-0.1166,0.2911,Node_7
2018-04-20/10:10:33,5.77,-0.1167,0.2911,Node_7
2018-04-20/10:10:34,5.76,-0.1167,0.2911,Node_7
2018-04-20/10:10:35,5.79,-0.1168,0.2912,Node_7
2018-04-20/10:10:36,5.7,-0.1168,0.2912,Node_7
2018-04-20/10:10:37,5.67,-0.1169,0.2912,Node_7
2018-04-20/10:10:38,5.62,-0.1169,0.2913,Node_7
2018-04-20/10:10:39,5.61,-0.117,0.2913,Node_7
